DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2018-09-11	29730043	Li J	2018-05-02	Schizophr Res	www.ncbi.nlm.nih.gov/pubmed/29730043	Identifying the genetic risk factors for treatment response to lurasidone by genome-wide association study: A meta-analysis of samples from three independent clinical trials.	Response to lurasidone in schizophrenia	264 European ancestry cases, 158 African American ancestry cases	NA	8q24.3	8	139342742	KCNK9, COL22A1	AC100807.2 - AC087354.1	ENSG00000253783	ENSG00000254258		214789	117320	rs4736253-?	rs4736253	0	4736253	intergenic_variant	1	NR	5E-8	7.301029995663981	(EA)	5.448	z score increase	Affymetrix, Illumina [up to 1994688]	N	schizophrenia, response to antipsychotic drug	http://www.ebi.ac.uk/efo/EFO_0000692, http://purl.obolibrary.org/obo/GO_0097332	GCST006248	Genome-wide genotyping array
2018-09-11	29730043	Li J	2018-05-02	Schizophr Res	www.ncbi.nlm.nih.gov/pubmed/29730043	Identifying the genetic risk factors for treatment response to lurasidone by genome-wide association study: A meta-analysis of samples from three independent clinical trials.	Response to lurasidone in schizophrenia	264 European ancestry cases, 158 African American ancestry cases	NA	11q22.3	11	103593113	DYNC2H1, PDGFD	DYNC2H1 - AP002989.1	ENSG00000187240	ENSG00000254987		113250	82881	rs10895475-A	rs10895475	0	10895475	intergenic_variant	1	0.357	2E-7	6.698970004336019	(EA)	5.167	z score decrease	Affymetrix, Illumina [up to 1994688]	N	schizophrenia, response to antipsychotic drug	http://www.ebi.ac.uk/efo/EFO_0000692, http://purl.obolibrary.org/obo/GO_0097332	GCST006248	Genome-wide genotyping array
2018-09-11	29730043	Li J	2018-05-02	Schizophr Res	www.ncbi.nlm.nih.gov/pubmed/29730043	Identifying the genetic risk factors for treatment response to lurasidone by genome-wide association study: A meta-analysis of samples from three independent clinical trials.	Response to lurasidone in schizophrenia	264 European ancestry cases, 158 African American ancestry cases	NA	2p12	2	79994772	CTNNA2	CTNNA2			ENSG00000066032			rs10180106-A	rs10180106	0	10180106	intron_variant	0	0.2813	5E-7	6.301029995663981	(EA)	5.03	z score increase	Affymetrix, Illumina [up to 1994688]	N	schizophrenia, response to antipsychotic drug	http://www.ebi.ac.uk/efo/EFO_0000692, http://purl.obolibrary.org/obo/GO_0097332	GCST006248	Genome-wide genotyping array
2018-09-11	29730043	Li J	2018-05-02	Schizophr Res	www.ncbi.nlm.nih.gov/pubmed/29730043	Identifying the genetic risk factors for treatment response to lurasidone by genome-wide association study: A meta-analysis of samples from three independent clinical trials.	Response to lurasidone in schizophrenia	264 European ancestry cases, 158 African American ancestry cases	NA	3q13.33	3	120896668	STXBP5L	AC072026.2			ENSG00000286827			rs511841-C	rs511841	0	511841	intron_variant	0	NR	2E-7	6.698970004336019	(AA)	5.185	z score decrease	Affymetrix, Illumina [up to 1994688]	N	schizophrenia, response to antipsychotic drug	http://www.ebi.ac.uk/efo/EFO_0000692, http://purl.obolibrary.org/obo/GO_0097332	GCST006248	Genome-wide genotyping array
2018-09-11	29730043	Li J	2018-05-02	Schizophr Res	www.ncbi.nlm.nih.gov/pubmed/29730043	Identifying the genetic risk factors for treatment response to lurasidone by genome-wide association study: A meta-analysis of samples from three independent clinical trials.	Response to lurasidone in schizophrenia	264 European ancestry cases, 158 African American ancestry cases	NA	3q13.33	3	121172743	STXBP5L	STXBP5L			ENSG00000145087			rs7620938-?	rs7620938	0	7620938	intron_variant	0	NR	3E-7	6.522878745280337	(AA)	5.116	z score decrease	Affymetrix, Illumina [up to 1994688]	N	schizophrenia, response to antipsychotic drug	http://www.ebi.ac.uk/efo/EFO_0000692, http://purl.obolibrary.org/obo/GO_0097332	GCST006248	Genome-wide genotyping array
2018-09-11	29730043	Li J	2018-05-02	Schizophr Res	www.ncbi.nlm.nih.gov/pubmed/29730043	Identifying the genetic risk factors for treatment response to lurasidone by genome-wide association study: A meta-analysis of samples from three independent clinical trials.	Response to lurasidone in schizophrenia	264 European ancestry cases, 158 African American ancestry cases	NA	8q24.3	8	139342742	COL22A1, KCNK9	AC100807.2 - AC087354.1	ENSG00000253783	ENSG00000254258		214789	117320	rs4736253-?	rs4736253	0	4736253	intergenic_variant	1	NR	2E-6	5.698970004336019		4.718	z score increase	Affymetrix, Illumina [up to 1994688]	N	schizophrenia, response to antipsychotic drug	http://www.ebi.ac.uk/efo/EFO_0000692, http://purl.obolibrary.org/obo/GO_0097332	GCST006248	Genome-wide genotyping array
2018-09-11	29730043	Li J	2018-05-02	Schizophr Res	www.ncbi.nlm.nih.gov/pubmed/29730043	Identifying the genetic risk factors for treatment response to lurasidone by genome-wide association study: A meta-analysis of samples from three independent clinical trials.	Response to lurasidone in schizophrenia	264 European ancestry cases, 158 African American ancestry cases	NA	2p12	2	79994772	CTNNA2	CTNNA2			ENSG00000066032			rs10180106-A	rs10180106	0	10180106	intron_variant	0	NR	2E-6	5.698970004336019		4.719	z score increase	Affymetrix, Illumina [up to 1994688]	N	schizophrenia, response to antipsychotic drug	http://www.ebi.ac.uk/efo/EFO_0000692, http://purl.obolibrary.org/obo/GO_0097332	GCST006248	Genome-wide genotyping array
2018-09-11	29730043	Li J	2018-05-02	Schizophr Res	www.ncbi.nlm.nih.gov/pubmed/29730043	Identifying the genetic risk factors for treatment response to lurasidone by genome-wide association study: A meta-analysis of samples from three independent clinical trials.	Response to lurasidone in schizophrenia	264 European ancestry cases, 158 African American ancestry cases	NA	11q14.1	11	79289084	LOC646112, ODZ4	TENM4			ENSG00000149256			rs642516-A	rs642516	0	642516	intron_variant	0	0.6926	2E-6	5.698970004336019		4.803	z score increase	Affymetrix, Illumina [up to 1994688]	N	schizophrenia, response to antipsychotic drug	http://www.ebi.ac.uk/efo/EFO_0000692, http://purl.obolibrary.org/obo/GO_0097332	GCST006248	Genome-wide genotyping array
2018-09-11	29730043	Li J	2018-05-02	Schizophr Res	www.ncbi.nlm.nih.gov/pubmed/29730043	Identifying the genetic risk factors for treatment response to lurasidone by genome-wide association study: A meta-analysis of samples from three independent clinical trials.	Response to lurasidone in schizophrenia	264 European ancestry cases, 158 African American ancestry cases	NA	6q12	6	65552163	EGFL11	EYS			ENSG00000188107			rs4507566-A	rs4507566	0	4507566	intron_variant	0	0.5584	2E-6	5.698970004336019		4.756	z score decrease	Affymetrix, Illumina [up to 1994688]	N	schizophrenia, response to antipsychotic drug	http://www.ebi.ac.uk/efo/EFO_0000692, http://purl.obolibrary.org/obo/GO_0097332	GCST006248	Genome-wide genotyping array
2018-09-11	29730043	Li J	2018-05-02	Schizophr Res	www.ncbi.nlm.nih.gov/pubmed/29730043	Identifying the genetic risk factors for treatment response to lurasidone by genome-wide association study: A meta-analysis of samples from three independent clinical trials.	Response to lurasidone in schizophrenia	264 European ancestry cases, 158 African American ancestry cases	NA	4q31.23	4	148673270	ASSP8, LOC100130396	AC002460.2			ENSG00000287292			rs60354593-T	rs60354593	0	60354593	intron_variant	0	0.1435	5E-6	5.301029995663981		4.557	z score decrease	Affymetrix, Illumina [up to 1994688]	N	schizophrenia, response to antipsychotic drug	http://www.ebi.ac.uk/efo/EFO_0000692, http://purl.obolibrary.org/obo/GO_0097332	GCST006248	Genome-wide genotyping array
2018-09-11	29730043	Li J	2018-05-02	Schizophr Res	www.ncbi.nlm.nih.gov/pubmed/29730043	Identifying the genetic risk factors for treatment response to lurasidone by genome-wide association study: A meta-analysis of samples from three independent clinical trials.	Response to lurasidone in schizophrenia	264 European ancestry cases, 158 African American ancestry cases	NA	5p13.2	5	35363807	PRLR, SPEF2	PRLR - U3	ENSG00000113494	ENSG00000221496		133320	65257	rs26193-A	rs26193	0	26193	intergenic_variant	1	0.3048	8E-6	5.096910013008056		4.475	z score increase	Affymetrix, Illumina [up to 1994688]	N	schizophrenia, response to antipsychotic drug	http://www.ebi.ac.uk/efo/EFO_0000692, http://purl.obolibrary.org/obo/GO_0097332	GCST006248	Genome-wide genotyping array
2018-09-11	29730043	Li J	2018-05-02	Schizophr Res	www.ncbi.nlm.nih.gov/pubmed/29730043	Identifying the genetic risk factors for treatment response to lurasidone by genome-wide association study: A meta-analysis of samples from three independent clinical trials.	Response to lurasidone in schizophrenia	264 European ancestry cases, 158 African American ancestry cases	NA	13q33.3	13	106409080	LOC728192, LOC341604	LINC00460 - RPL35P9	ENSG00000233532	ENSG00000174418		24765	16693	rs12857574-A	rs12857574	0	12857574	intergenic_variant	1	0.3397	9E-6	5.045757490560675		4.441	z score increase	Affymetrix, Illumina [up to 1994688]	N	schizophrenia, response to antipsychotic drug	http://www.ebi.ac.uk/efo/EFO_0000692, http://purl.obolibrary.org/obo/GO_0097332	GCST006248	Genome-wide genotyping array
2018-09-11	29730043	Li J	2018-05-02	Schizophr Res	www.ncbi.nlm.nih.gov/pubmed/29730043	Identifying the genetic risk factors for treatment response to lurasidone by genome-wide association study: A meta-analysis of samples from three independent clinical trials.	Response to lurasidone in schizophrenia	264 European ancestry cases, 158 African American ancestry cases	NA	1p22.1	1	93024470	MTF2, LOC100133115	RNU6-210P - RN7SKP123	ENSG00000252752	ENSG00000222664		14119	1782	rs524045-A	rs524045	0	524045	intergenic_variant	1	0.1151	9E-7	6.045757490560675		4.918	z score increase	Affymetrix, Illumina [up to 1994688]	N	schizophrenia, response to antipsychotic drug	http://www.ebi.ac.uk/efo/EFO_0000692, http://purl.obolibrary.org/obo/GO_0097332	GCST006248	Genome-wide genotyping array
2018-10-19	30120336	Kikuchi M	2018-08-17	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/30120336	Genome-wide Association Analysis of Eye Movement Dysfunction in Schizophrenia.	Eye movement in schizophrenia (horizontal position gain)	60 Japanese ancestry cases	NA	1q21.3	1	151944275	THEM4	THEM4 - AL450992.3	ENSG00000159445	ENSG00000286581		34638	615	rs1490191-?	rs1490191	0	1490191	intergenic_variant	1	NR	7E-9	8.154901959985743		0.1379	unit decrease	Affymetrix [554152]	N	eye movement measurement, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0007699, http://www.ebi.ac.uk/efo/EFO_0000692	GCST006448	Genome-wide genotyping array
2018-10-19	30120336	Kikuchi M	2018-08-17	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/30120336	Genome-wide Association Analysis of Eye Movement Dysfunction in Schizophrenia.	Eye movement in schizophrenia (horizontal position gain)	60 Japanese ancestry cases	NA	7p12.1	7	53559913	POM121L12	AC009468.1			ENSG00000228627			rs6964854-?	rs6964854	0	6964854	intron_variant	0	NR	4E-8	7.3979400086720375		0.182	unit decrease	Affymetrix [554152]	N	eye movement measurement, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0007699, http://www.ebi.ac.uk/efo/EFO_0000692	GCST006448	Genome-wide genotyping array
2018-10-19	30120336	Kikuchi M	2018-08-17	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/30120336	Genome-wide Association Analysis of Eye Movement Dysfunction in Schizophrenia.	Eye movement in schizophrenia (horizontal position gain)	60 Japanese ancestry cases	NA	20q13.12	20	46311139	CDH22	CDH22 - SLC35C2	ENSG00000149654	ENSG00000080189		2641	34841	rs6104543-?	rs6104543	0	6104543	regulatory_region_variant	1	NR	2E-8	7.698970004336019		0.1984	unit decrease	Affymetrix [554152]	N	eye movement measurement, schizophrenia	http://www.ebi.ac.uk/efo/EFO_0007699, http://www.ebi.ac.uk/efo/EFO_0000692	GCST006448	Genome-wide genotyping array
2010-03-25	20185149	Athanasiu L	2010-02-23	J Psychiatr Res	www.ncbi.nlm.nih.gov/pubmed/20185149	Gene variants associated with schizophrenia in a Norwegian genome-wide study are replicated in a large European cohort.	Schizophrenia	201 European ancestry cases, 305 European ancestry controls	2,663 European ancestry cases, 13,780 European ancestry controls	16p12.3	16	20668884	ACSM1	ACSM1, ACSM3			ENSG00000166743, ENSG00000005187			rs433598-T	rs433598	0	433598	intron_variant	0	NR	3E-6	5.522878745280337		1.13	[NR]	Affymetrix [572888]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST000607	Genome-wide genotyping array
2010-03-25	20185149	Athanasiu L	2010-02-23	J Psychiatr Res	www.ncbi.nlm.nih.gov/pubmed/20185149	Gene variants associated with schizophrenia in a Norwegian genome-wide study are replicated in a large European cohort.	Schizophrenia	201 European ancestry cases, 305 European ancestry controls	2,663 European ancestry cases, 13,780 European ancestry controls	9p21.2	9	26935998	PLAA	PLAA			ENSG00000137055			rs7045881-?	rs7045881	0	7045881	intron_variant	0	NR	2E-6	5.698970004336019		1.16	[NR]	Affymetrix [572888]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST000607	Genome-wide genotyping array
2010-03-25	20185149	Athanasiu L	2010-02-23	J Psychiatr Res	www.ncbi.nlm.nih.gov/pubmed/20185149	Gene variants associated with schizophrenia in a Norwegian genome-wide study are replicated in a large European cohort.	Schizophrenia	201 European ancestry cases, 305 European ancestry controls	2,663 European ancestry cases, 13,780 European ancestry controls	10q21.2	10	60325579	ANK3	ANK3			ENSG00000151150			rs10761482-?	rs10761482	0	10761482	intron_variant	0	NR	8E-6	5.096910013008056		1.16	[NR]	Affymetrix [572888]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST000607	Genome-wide genotyping array
2013-05-08	23894747	Aberg KA	2013-02-01	JAMA Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23894747	A comprehensive family-based replication study of schizophrenia genes.	Schizophrenia	11,185 European ancestry cases, 10,768 European ancestry controls	1,262 African American ancestry individuals, 2,740 European ancestry individuals, 2,296 Asian ancestry individuals	22q13.33	22	49824963	BRD1	BRD1			ENSG00000100425			rs138880-C	rs138880	0	138880	intron_variant	0	0.78	2E-7	6.698970004336019		1.1	[NR]	NR [1085772] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST001851	Genome-wide genotyping array
2013-05-08	23894747	Aberg KA	2013-02-01	JAMA Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23894747	A comprehensive family-based replication study of schizophrenia genes.	Schizophrenia	11,185 European ancestry cases, 10,768 European ancestry controls	1,262 African American ancestry individuals, 2,740 European ancestry individuals, 2,296 Asian ancestry individuals	2p16.3	2	47820196	FBXO11	FBXO11			ENSG00000138081			rs4381823-?	rs4381823	0	4381823	intron_variant	0	0.93	6E-6	5.221848749616356	(EA)	1.43	[NR]	NR [1085772] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST001851	Genome-wide genotyping array
2013-05-08	23894747	Aberg KA	2013-02-01	JAMA Psychiatry	www.ncbi.nlm.nih.gov/pubmed/23894747	A comprehensive family-based replication study of schizophrenia genes.	Schizophrenia	11,185 European ancestry cases, 10,768 European ancestry controls	1,262 African American ancestry individuals, 2,740 European ancestry individuals, 2,296 Asian ancestry individuals	3q13.33	3	119365484	ARHGAP31	ARHGAP31			ENSG00000031081			rs17203055-?	rs17203055	0	17203055	intron_variant	0	0.87	5E-6	5.301029995663981	(EA)	1.43	[NR]	NR [1085772] (imputed)	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST001851	Genome-wide genotyping array
2009-07-10	19571809	Shi J	2009-07-01	Nature	www.ncbi.nlm.nih.gov/pubmed/19571809	Common variants on chromosome 6p22.1 are associated with schizophrenia.	Schizophrenia	2,681 European ancestry cases, 2,653 European ancestry controls, 1,286 African American cases, 973 African American controls	5,327 European ancestry cases, 16,424 European ancestry controls	6p22.1	6	27176104	HIST1H2BJ, SLC17A1, BTN3A2, BTN2A2, BTN3A1, HIST1H2AG, POM121L2, ZNF184, PRSS16, SLC17A3	MIR3143 - RPL10P2	ENSG00000265565	ENSG00000174572		28416	35140	rs13194053-T	rs13194053	0	13194053	intergenic_variant	1	0.82	1E-8	8.0	(EA)	1.28	[NR]	Affymetrix [up to 843798]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST000433	Genome-wide genotyping array
2009-07-10	19571809	Shi J	2009-07-01	Nature	www.ncbi.nlm.nih.gov/pubmed/19571809	Common variants on chromosome 6p22.1 are associated with schizophrenia.	Schizophrenia	2,681 European ancestry cases, 2,653 European ancestry controls, 1,286 African American cases, 973 African American controls	5,327 European ancestry cases, 16,424 European ancestry controls	6p21.32	6	32634492	HLA-DQA1	HLA-DQA1, HLA-DQA1, HLA-DQA1, HLA-DQA1, HLA-DQA1			ENSG00000232062, ENSG00000206305, ENSG00000236418, ENSG00000225890, ENSG00000196735			rs9272219-G	rs9272219	0	9272219	intron_variant	0	0.72	7E-8	7.154901959985743	(EA)	1.14	[NR]	Affymetrix [up to 843798]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST000433	Genome-wide genotyping array
2012-08-14	22688191	Bergen SE	2012-06-12	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22688191	Genome-wide association study in a Swedish population yields support for greater CNV and MHC involvement in schizophrenia compared with bipolar disorder.	Schizophrenia	2,111 European ancestry cases, 2,535 European ancestry controls	11,271 European ancestry cases, 14,601 European ancestry controls	2q37.2	2	235886699	CENTG2	AGAP1			ENSG00000157985			rs13025591-?	rs13025591	0	13025591	intron_variant	0	NR	8E-8	7.096910013008056		1.11	[NR]	Affymetrix [745006]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST001565	Genome-wide genotyping array
2012-08-14	22688191	Bergen SE	2012-06-12	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22688191	Genome-wide association study in a Swedish population yields support for greater CNV and MHC involvement in schizophrenia compared with bipolar disorder.	Schizophrenia	2,111 European ancestry cases, 2,535 European ancestry controls	11,271 European ancestry cases, 14,601 European ancestry controls	12p13.33	12	2240418	TCF4	CACNA1C, CACNA1C			ENSG00000151067, ENSG00000285479			rs17597926-?	rs4765905	0	4765905	intron_variant	0	NR	1E-7	7.0		1.36	[NR]	Affymetrix [745006]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST001565	Genome-wide genotyping array
2012-08-14	22688191	Bergen SE	2012-06-12	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22688191	Genome-wide association study in a Swedish population yields support for greater CNV and MHC involvement in schizophrenia compared with bipolar disorder.	Schizophrenia	2,111 European ancestry cases, 2,535 European ancestry controls	11,271 European ancestry cases, 14,601 European ancestry controls	12p13.33	12	2240418	CACNA1C	CACNA1C, CACNA1C			ENSG00000151067, ENSG00000285479			rs4765905-?	rs4765905	0	4765905	intron_variant	0	NR	2E-7	6.698970004336019		1.11	[NR]	Affymetrix [745006]	N	schizophrenia	http://www.ebi.ac.uk/efo/EFO_0000692	GCST001565	Genome-wide genotyping array
